demonstration	demon_label	test_sentence	response	attachment	structure
The singer composed a song	The singer composed	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The actor memorized the script	The actor memorized	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Dan entered the room with a window	dan entered the room	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The miner of the gold that had the impurities was worthless	the miner of was worthless	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The detective solved the mystery	The detective solved	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The driver steered the car	The driver steered	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The musician tuned the guitar	The musician tuned	Mom ate the chocolate with chopped nuts	mom ate	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The editor of the thesis that had the big nose made a lot of sense	the editor of that had the big nose made a lot of sense	adjunct	structure_2
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The gang of the criminal that had a long scar disappeared last Monday	fail to follow	adjunct	structure_1
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The teacher explained the concept	The teacher explained	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The student read the book	The student read	The basketball player won the game with his team	the basketball player won	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The designer of the dress took a bow	The designer of took a bow	The writer of the letter that had blonde hair arrived this morning	the writer of that had blonde hair arrived this morning	adjunct	structure_2
The librarian sorted the books	The librarian sorted	The police investigated the house with a garden	the police investigated	pp	structure_1
The photographer adjusted the lens	The photographer adjusted	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The gamer played the game	The gamer played	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The tailor altered the coat	The tailor altered	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
