demonstration	demon_label	test_sentence	response	attachment	structure
The student solved the equation	The student solved	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The driver steered the car	The driver steered	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The detective solved the mystery	The detective solved	Dan entered the room with a key	dan entered	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	The guy caught the rat with a scar	the guy caught	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The doctor saved the boy using a pacemaker	the doctor saved	pp	structure_2
The pilot flew the airplane	The pilot flew	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The hiker climbed the mountain	The hiker climbed	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The baker baked the cake	The baker baked	Van Gogh sold the paintings with a broken heart	van gogh sold	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The house of the painter that had the small windows looked odd	the house of the painter that looked odd	adjunct	structure_2
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The attorney of the company bothered me	The attorney of bothered me	The machine of the inventor that had the goatee was amazing	the machine of that had the goatee was amazing	adjunct	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	The coach led the team with three members	the coach led the team	pp	structure_1
The manager of the factory was efficient	The manager of was efficient	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The tailor altered the coat	The tailor altered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The chef cooked the meal	The chef cooked	Jasmine sang the song with the lovely students	jasmine sang the song	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The library of the school attracted many scholarse	The library of attracted many scholarse	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
