demonstration	demon_label	test_sentence	response	attachment	structure
The chef cooked the meal	The chef cooked	the cook ate the meal with some cauliflowers	the cook ate	pp	structure_1
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The manager of the factory was efficient	The manager of was efficient	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The house of the painter that had the small windows looked odd	the house of the painter that had looked odd	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The editor of the thesis that had the big nose made a lot of sense	the editor of the thesis made a lot of sense	adjunct	structure_2
The lawyer argued the case	The lawyer argued	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The fisherman caught the trout	The fisherman caught	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The student read the book	The student read	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The criminal of the gang that had a long scar disappeared last Monday	fail to follow	adjunct	structure_2
The singer composed a song	The singer composed	Dan entered the room with a key	dan entered the room	pp	structure_2
The dog of the officer came back this evening	The dog of came back this evening	The chef of the restaurant that had the blue tiles pleased us	the chef of that had the blue tiles pleased us	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The song of the singer that had long eyelashes was very smart	the song of was very smart	adjunct	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The inventor of the machine that had the goatee was amazing	the inventor of the machine was amazing	adjunct	structure_2
The baker kneaded the dough	The baker kneaded	Jasmine sang the song with the lovely students	jasmine sang with the lovely students	pp	structure_2
The bird sang a melody	The bird sang	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The baker baked the cake	The baker baked	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The car of the driver that had the moustache was pretty cool	the car of that had the moustache was pretty cool	adjunct	structure_1
The actor memorized the script	The actor memorized	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
