demonstration	demon_label	test_sentence	response	attachment	structure
The park of the city delighted the children	The park of delighted the children	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The painter of the house that had the small windows looked odd	fail to follow	adjunct	structure_1
The journalist reported the news	The journalist reported	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The attorney of the company bothered me	The attorney of bothered me	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of hurt everyone	adjunct	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The lawyer argued the case	The lawyer argued	The guy caught the rat with a scar	the guy caught the rat	pp	structure_1
The market of the city attracted the collectors	The market of attracted the collectors	The bishop of the church that had the funny eyebrows looked odd	the bishop of looked odd	adjunct	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The miner of the gold that had the impurities was worthless	the miner of the gold was worthless	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The teacher explained the concept	The teacher explained	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had made a lot of sense	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The baker kneaded the dough	The baker kneaded	Dan entered the room with a key	dan entered the room	pp	structure_2
The actor memorized the script	The actor memorized	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The chef seasoned the soup	The chef seasoned	Bruce likes the rock band with different instruments	bruce likes the rock band	pp	structure_1
The carpenter built the house	The carpenter built	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	The police investigated the house with a garden	the police investigated	pp	structure_1
The student solved the equation	The student solved	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The driver of the car that had the moustache was pretty cool	fail to follow	adjunct	structure_2
The gamer played the game	The gamer played	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The forest of the animals pleased us	The forest of pleased us	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
The librarian sorted the books	The librarian sorted	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
