demonstration	demon_label	test_sentence	response	attachment	structure
The gamer played the game	The gamer played	the cook made the meal with a Chinese cleaver	the cook made the meal	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The criminal of the gang that had a long scar disappeared last Monday	the criminal that disappeared last monday	adjunct	structure_2
The chef cooked the meal	The chef cooked	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate the cake	pp	structure_1
The pilot flew the airplane	The pilot flew	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The flowers of the valley that had the old castle excited the tourists	the flowers of the valley that had excited the tourists	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The chef of the restaurant that had the blue tiles pleased us	the chef of pleased us	adjunct	structure_1
The sculptor chiseled the statue	The sculptor chiseled	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The bird sang a melody	The bird sang	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The fisherman caught the trout	The fisherman caught	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The painter of the house that had the small windows looked odd	the painter of had the small windows looked odd	adjunct	structure_1
The lawyer argued the case	The lawyer argued	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The photographer adjusted the lens	The photographer adjusted	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The singer composed a song	The singer composed	Bruce leads the rock band with his voice	bruce leads the rock band	pp	structure_2
The jeweler polished the diamond	The jeweler polished	The comedian entertained the crowd with witty jokes	the comedian entertained	pp	structure_2
The detective solved the mystery	The detective solved	The police investigated the house with a garden	the police investigated	pp	structure_1
The plains of the tribe looked strange	The plains of looked strange	The gold of the miner that had the impurities was worthless	the gold of that had was worthless	adjunct	structure_2
The student solved the equation	The student solved	Jasmine sang the song with the lovely students	jasmine sang	pp	structure_2
The director of the orchestra played well	The director of played well	The letter of the writer that had blonde hair arrived this morning	the letter of arrived this morning	adjunct	structure_1
The designer of the dress took a bow	The designer of took a bow	The inventor of the machine that had the goatee was amazing	the inventor of that had the goatee was amazing	adjunct	structure_2
The library of the school attracted many scholarse	The library of attracted many scholarse	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The singer of the song that had long eyelashes was very smart	the singer of that was very smart	adjunct	structure_2
