demonstration	demon_label	test_sentence	response	attachment	structure
The plains of the tribe looked strange	The plains of looked strange	The painter of the house that had the small windows looked odd	the painter of looked odd	adjunct	structure_1
The gardener watered the plants	The gardener watered	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The chef seasoned the soup	The chef seasoned	The police investigated the house with a garden	the police investigated	pp	structure_1
The house of the painter looked odd	The house of looked odd	The valley of the flowers that had the old castle excited the tourists	the valley of that had excited the tourists	adjunct	structure_2
The architect designed the building	The architect designed	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The editor of the thesis that had the big nose made a lot of sense	the editor of the big nose made a lot of sense	adjunct	structure_2
The director of the orchestra played well	The director of played well	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The actor memorized the script	The actor memorized	The comedian entertained the crowd with witty jokes	the comedian entertained the crowd	pp	structure_2
The fisherman caught the trout	The fisherman caught	The coach led the team with three members	the coach led	pp	structure_1
The gamer played the game	The gamer played	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The sculptor chiseled the statue	The sculptor chiseled	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The chef cooked the meal	The chef cooked	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The mansion of the celebrity excited the fans	The mansion of excited the fans	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	the cook ate the meal with some cauliflowers	the cook ate the meal	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The festival of the village entertained the guests	The festival of entertained the guests	The church of the bishop that had the funny eyebrows looked odd	the church of that looked odd	adjunct	structure_1
The artist of the mural completed his work	The artist of completed his work	The car of the driver that had the moustache was pretty cool	the car of the driver was pretty cool	adjunct	structure_1
The bakery of the district tempted the locals	The bakery of tempted the locals	The singer of the song that had long eyelashes was very smart	the singer of was very smart	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that pleased us	adjunct	structure_2
The dancer performed the routine	The dancer performed	The doctor saved the boy using a pacemaker	the doctor saved the boy	pp	structure_2
The teacher explained the concept	The teacher explained	Van Gogh sold the paintings with a broken heart	van gogh sold the paintings	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The gang of the criminal that had a long scar disappeared last Monday	the gang of disappeared last monday	adjunct	structure_1
