demonstration	demon_label	test_sentence	response	attachment	structure
The gamer played the game	The gamer played	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The detective solved the mystery	The detective solved	The coach led the team with three members	the coach led	pp	structure_1
The gardener watered the plants	The gardener watered	The professor challenged the students with his projects	the professor challenged	pp	structure_2
The architect designed the building	The architect designed	The magician amazed the participant with a fancy scene	the magician amazed	pp	structure_2
The dancer performed the routine	The dancer performed	Michelle watched the movie with her boyfriend	michelle watched the movie	pp	structure_2
The king of the mountain impressed Arthur	The king of impressed Arthur	The restaurant of the chef that had the blue tiles pleased us	fail to follow	adjunct	structure_2
The actor memorized the script	The actor memorized	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The house of the painter looked odd	The house of looked odd	The church of the bishop that had the funny eyebrows looked odd	the church of that had the funny eyebrows looked odd	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Dan entered the room with a window	dan entered the room	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The flowers of the valley that had the old castle excited the tourists	the flowers of the excited the tourists	adjunct	structure_1
The singer composed a song	The singer composed	Mom melted the chocolate with an iron pot	mom melted the chocolate	pp	structure_2
The exhibit of the museum intrigued the historians	The exhibit of intrigued the historians	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The director of the orchestra played well	The director of played well	The driver of the car that had the moustache was pretty cool	the driver of was pretty cool	adjunct	structure_2
The pilot flew the airplane	The pilot flew	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The miner of the gold that had the impurities was worthless	the miner of worthless	adjunct	structure_1
The journalist reported the news	The journalist reported	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The castle of the kingdom awed the tourists	The castle of awed the tourists	The criminal of the gang that had a long scar disappeared last Monday	the criminal of that disappeared last monday	adjunct	structure_2
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The singer of the song that had long eyelashes was very smart	fail to follow	adjunct	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The thesis of the editor that had the big nose made a lot of sense	the thesis of that had the big nose made a lot of sense	adjunct	structure_1
The teacher explained the concept	The teacher explained	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The plaza of the metropolis energized the crowd	The plaza of energized the crowd	The machine of the inventor that had the goatee was amazing	the machine of the inventor was amazing	adjunct	structure_1
The carpenter built the house	The carpenter built	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
