demonstration	demon_label	test_sentence	response	attachment	structure
The fisherman caught the trout	The fisherman caught	Bill cut the paper with a very bright colour	bill cut the paper	pp	structure_1
The gardener watered the plants	The gardener watered	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The attorney of the company bothered me	The attorney of bothered me	The writer of the letter that had blonde hair arrived this morning	the writer of arrived this morning	adjunct	structure_2
The observatory of the institute amazed the astronomers	The observatory of amazed the astronomers	The thesis of the editor that had the big nose made a lot of sense	the thesis of that made a lot of sense	adjunct	structure_1
The forest of the animals pleased us	The forest of pleased us	The song of the singer that had long eyelashes was very smart	fail to follow	adjunct	structure_1
The photographer adjusted the lens	The photographer adjusted	Mom melted the chocolate with an iron pot	mom melted	pp	structure_2
The bird sang a melody	The bird sang	Dan entered the room with a key	dan entered the room	pp	structure_2
The sailor of the ship arrived this afternoon	The sailor of arrived this afternoon	The restaurant of the chef that had the blue tiles pleased us	the restaurant of that pleased us	adjunct	structure_2
The sculptor chiseled the statue	The sculptor chiseled	Queen Elizabeth II ate the cake with a silver fork	queen elizabeth ii ate the cake	pp	structure_2
The singer composed a song	The singer composed	The magician amazed the participant with a fancy scene	the magician amazed the participant	pp	structure_2
The castle of the kingdom awed the tourists	The castle of awed the tourists	The church of the bishop that had the funny eyebrows looked odd	the church of looked odd	adjunct	structure_1
The hiker climbed the mountain	The hiker climbed	The police investigated the house with the permission	the police investigated the house	pp	structure_2
The beach of the island mesmerized the couples	The beach of mesmerized the couples	The miner of the gold that had the impurities was worthless	fail to follow	adjunct	structure_1
The tailor altered the coat	The tailor altered	The basketball player won the game with lots of audience	the basketball player won	pp	structure_1
The park of the city delighted the children	The park of delighted the children	The valley of the flowers that had the old castle excited the tourists	the valley of excited the tourists	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The inventor of the machine that had the goatee was amazing	fail to follow	adjunct	structure_2
The plains of the tribe looked strange	The plains of looked strange	The supplier of the drugs that had a nasty effect hurt everyone	the supplier of hurt everyone	adjunct	structure_1
The house of the painter looked odd	The house of looked odd	The house of the painter that had the small windows looked odd	the house of that had looked odd	adjunct	structure_2
The pilot flew the airplane	The pilot flew	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The librarian sorted the books	The librarian sorted	Van Gogh drew the paintings with starry night	van gogh drew	pp	structure_1
The mechanic fixed the engine	The mechanic fixed	The guy caught the rat with a scar	the guy caught	pp	structure_1
The festival of the village entertained the guests	The festival of entertained the guests	The gang of the criminal that had a long scar disappeared last Monday	the gang of that disappeared last monday	adjunct	structure_1
The student read the book	The student read	Michelle watched the movie with English subtitles	michelle watched the movie	pp	structure_1
The photographer of the exhibition sold his favorite piece	The photographer of sold his favorite piece	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
