demonstration	demon_label	test_sentence	response	attachment	structure
The orchard of the farm tempted the foodies	The orchard of tempted the foodies	The miner of the gold that had the impurities was worthless	the miner of had the impurities was worthless	adjunct	structure_1
The collection of the store fascinated the students	The collection of fascinated the students	The house of the painter that had the small windows looked odd	the house of the painter looked odd	adjunct	structure_2
The lake of the area enchanted the swimmers	The lake of enchanted the swimmers	The bishop of the church that had the funny eyebrows looked odd	fail to follow	adjunct	structure_2
The bakery of the district tempted the locals	The bakery of tempted the locals	The driver of the car that had the moustache was pretty cool	the driver of had the moustache was pretty cool	adjunct	structure_2
The dancer of the troupe dazzled the audience	The dancer of dazzled the audience	The letter of the writer that had blonde hair arrived this morning	fail to follow	adjunct	structure_1
The detective solved the mystery	The detective solved	The police investigated the house with the permission	the police investigated	pp	structure_2
The chef seasoned the soup	The chef seasoned	Bruce leads the rock band with his voice	bruce leads	pp	structure_2
The mechanic fixed the engine	The mechanic fixed	Charles runs a photo studio with two floors	charles runs a photo studio	pp	structure_1
The actor memorized the script	The actor memorized	Michelle watched the movie with her boyfriend	michelle watched	pp	structure_2
The gallery of the center impressed the critics	The gallery of impressed the critics	The flowers of the valley that had the old castle excited the tourists	the flowers of that had excited the tourists	adjunct	structure_1
The gardener watered the plants	The gardener watered	The coach motivated the team with inspiring words	the coach motivated	pp	structure_2
The architect designed the building	The architect designed	The comedian saw the crowd with fresh flowers	the comedian saw the crowd	pp	structure_1
The carpenter built the house	The carpenter built	The guy caught the rat with a trap	the guy caught	pp	structure_2
The market of the city attracted the collectors	The market of attracted the collectors	The editor of the thesis that had the big nose made a lot of sense	the editor of that made a lot of sense	adjunct	structure_2
The baker baked the cake	The baker baked	Bill cut the paper with a very sharp knife	bill cut the paper	pp	structure_2
The park of the city delighted the children	The park of delighted the children	The inventor of the machine that had the goatee was amazing	the inventor of amazing	adjunct	structure_2
The photographer adjusted the lens	The photographer adjusted	The professor recruited the students with black eyes	the professor recruited the students	pp	structure_1
The artist of the mural completed his work	The artist of completed his work	The drugs of the supplier that had a nasty effect hurt everyone	the drugs of the supplier hurt everyone	adjunct	structure_2
The attorney of the company bothered me	The attorney of bothered me	The song of the singer that had long eyelashes was very smart	the song of that had long eyelashes was very smart	adjunct	structure_1
The king of the mountain impressed Arthur	The king of impressed Arthur	The gang of the criminal that had a long scar disappeared last Monday	fail to follow	adjunct	structure_1
The teacher explained the concept	The teacher explained	Queen Elizabeth II ate the cake with a red rose	queen elizabeth ii ate	pp	structure_1
The alley of the town fascinated art lovers	The alley of the town fascinated art lovers	The chef of the restaurant that had the blue tiles pleased us	fail to follow	adjunct	structure_1
The jeweler polished the diamond	The jeweler polished	The magician thanked the participant with a big nose	the magician thanked the participant	pp	structure_1
The journalist reported the news	The journalist reported	Mom ate the chocolate with chopped nuts	mom ate the chocolate	pp	structure_1
