demonstration	test_sentence	response
Lead underwriter to the issue is Toronto Dominion Securities Inc	It has some of the highest costs in the league	It has some of the highest costs in the
The House version of the bill does include the tax cut	The result is that the unthinkable and illogical are happening	The result is that the unthinkable and illogical are
Opponents show that there are already more funds available than commendable reform efforts	Treasury prices ended mixed in light trading	Treasury prices ended mixed
Nausea and vomiting are other common side effects	Institutional buyers were the main force pushing blue chips higher	Institutional buyers were
But they will have disappointing returns or even losses if interest rates rise instead	Only the bravest spirits survive such roller coasters	Only the bravest spirits survive
And transfer control of much of it to Capitol Hill	Yet he has proved more resilient than any of them	Yet he proved resilient
The charges said that one worker suffered permanent brain damage from mercury exposure	It was down a little	It was down
Drug companies lost a major liability case	Japan is not a political country	Japan is not political
That caused a brief period of panic selling of stocks on the Big Board	That brought a chain reaction in the industry	That brought in the industry
Conner already is shipping its new drives	The engine plant may encompass plans for a joint components venture with Jaguar	The engine plant may encompass
But the chain is quickly realizing the pitfalls of such endorsements	Federal Paper Board sells paper and wood products	Federal Paper Board sells
Los Angeles will be the site of a new entertainment division for the ad agency	But New York City general obligation bonds came under selling pressure	But New York City
But Mexico urgently needs more help	She was as cool as a cucumber	She was as
By the end of the century scientists had embraced the system	She notes that she also stresses professionalism during her weekly visits	She notes she also stresses
Panda Motors is one such investment	Craig Torres and Anne Newman contributed to this article	Craig Torres and Anne Newman
He said that the research team had no financial stake in the drug	No one has alleged that the donations were by themselves illegal	No one has
Manufacturers Hanover had a loss due to a big reserve addition	The envelope arrives in the mail	The envelope in
Preparedness involves more than flashlights and fire alarms these days	Some would make even James Bond green with envy	Some would make green with envy
But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	It blames most of these on Fatah	It blames most
Conference committees are breeding grounds for mischief	Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	Foreign auto makers are
Other companies are introducing related products	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	Bob stone stewed
Cost is a key consideration because of the global sweep of the financial markets	Everyone falls in love with everyone else	Everyone falls everyone else
Uncertainty dogs every aspect of their lives	Inflation is at record levels	Inflation is
Those current holders would also receive minority interests in the new company	Compound yields assume reinvestment of dividends and that current yields continue for a year	Compound yields assume reinvestment
