demonstration	test_sentence	response
勤奋的学生学习她的课程	一张照片挂在他的书房	书房里挂了照片
这个男孩需要你的帮助	小船停在平静的湖面上	小船停在
当地居民欣赏美丽的公园	剩余学生坐在地上	剩余学生坐
他们热情的教练训练年轻的团队	小鸟们停在粗树枝上	小鸟们停在
该计划缺乏撤回时间表	一只迷路的小狗走向城市公园	一只迷路的小狗走向
这幅美丽的画引发强烈的情感	这封秘密信放在旧木桌上	这封秘密信放在
城市居民渴望安静的乡村生活	这个老人看向窗户	这个老人看向
上升的运营费用是另一个问题	干净的床单放在洗衣篮中	干净的床单放在
她的父亲保护家人	小男孩看向玩具店的橱窗	小男孩看向
预期的竞争是一个问题	他的眼镜放在床头柜上	他的眼镜放在
我的朋友们珍惜我们的高中回忆	这件稀有文物保存在安全保险库中	这件稀有文物保存在
恶意收购是一个相当新的现象	一轮圆月出现在漆黑的夜空上	一轮圆月出现在
你的父亲值得一个假期	他们一家生活在一个老旧农舍里	他们一家生活在
我的小弟弟享受这个有趣的游戏	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
可能的副作用包括高血压	许多松鼠生活在橡树上	许多松鼠生活在
两名选举委员会成员反对配对计划	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生
养老金改革是其主要推动力	旧地图指向隐藏的宝藏	none
城市的孩子接收免费的教育	易碎的花瓶放在顶层书架	易碎的花瓶放在
许多律师事务所赞助自己的项目	这个故事始于一个小镇	这个故事始于
一些机构交易员喜欢这种疯狂的旅程	路标指向最近的出口	路标指向
那个老人喂那只流浪猫	一位绅士走向繁忙的咖啡厅	一位绅士走向
那个年轻的女孩爱她的新玩具	厚厚的论文摆放在书架上	厚厚的论文摆放在
他的父亲经营一家建筑公司	他的父亲死于一次心脏病	他的父亲死于
我们友好的邻居分享他美味的食物	学生们看向复杂的方程式	学生们看向
