demonstration	test_sentence	response
当地社区支持我们的筹款活动	一轮圆月出现在漆黑的夜空上	一轮圆月出现
那个老人喂那只流浪猫	干净的床单放在洗衣篮中	干净的床单放
我的小弟弟享受这个有趣的游戏	旧地图指向隐藏的宝藏	旧地图指向
养老金改革是其主要推动力	他的父母冲到他身旁	他的父母冲到
大部分人尊敬这位伟大的领导者	大部分人生活在农村地区	大部分人生活
预期的竞争是一个问题	小男孩看向玩具店的橱窗	小男孩看向
城市的孩子接收免费的教育	小船停在平静的湖面上	小船停在
那个年轻的女孩爱她的新玩具	厚厚的论文摆放在书架上	厚厚的论文摆放
我们友好的邻居分享他美味的食物	这场意外发生在周六晚上	这场意外发生
他的父亲经营一家建筑公司	一张照片挂在他的书房	一张照片挂在
她的父亲保护家人	许多松鼠生活在橡树上	许多松鼠生活在
该诉讼寻求未具体说明的损害赔偿	这个故事始于一个小镇	这个故事始于
恶意收购是一个相当新的现象	一位绅士走向繁忙的咖啡厅	一位绅士走向
许多律师事务所赞助自己的项目	小鸟们停在粗树枝上	小鸟们停在
上升的运营费用是另一个问题	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在
他们热情的教练训练年轻的团队	这个老人看向窗户	这个老人看向
城市居民渴望安静的乡村生活	他们一家生活在一个老旧农舍里	他们一家生活在
勤奋的学生学习她的课程	学生们看向复杂的方程式	学生们看向
这个男孩需要你的帮助	他的眼镜放在床头柜上	他的眼镜放在
你的父亲值得一个假期	路标指向最近的出口	路标指向
当地居民欣赏美丽的公园	这位伟大的艺术家死于一场重病	这位伟大的艺术家死于
一些机构交易员喜欢这种疯狂的旅程	黄金宝藏位于茂密的丛林	“黄金宝藏位于
会计问题引发更多棘手事件	剩余学生坐在地上	剩余学生坐在
两名选举委员会成员反对配对计划	年老的客人们坐在晚餐桌旁	年老的客人们坐在
