demonstration	test_sentence	response
一些机构交易员喜欢这种疯狂的旅程	小男孩看向玩具店的橱窗	小男孩看向
当地居民欣赏美丽的公园	路标指向最近的出口	路标指向
那个年轻的女孩爱她的新玩具	学生们看向复杂的方程式	学生们看向
该计划缺乏撤回时间表	他们一家生活在一个老旧农舍里	他们一家生活
恶意收购是一个相当新的现象	厚厚的论文摆放在书架上	厚厚的论文摆放
我们友好的邻居分享他美味的食物	小鸟们停在粗树枝上	小鸟们停
上升的运营费用是另一个问题	一只迷路的小狗走向城市公园	一只迷路的小狗走
你的父亲值得一个假期	大部分人生活在农村地区	大部分人生活
他们热情的教练训练年轻的团队	许多松鼠生活在橡树上	许多松鼠生活
联邦法官授予临时限制令	黄金宝藏位于茂密的丛林	黄金宝藏位于
这些人有不同的议程	小船停在平静的湖面上	小船停
可能的副作用包括高血压	这个老人看向窗户	这个老人看
城市居民渴望安静的乡村生活	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生
该诉讼寻求未具体说明的损害赔偿	他的眼镜放在床头柜上	他的眼镜放
我的朋友们珍惜我们的高中回忆	这位伟大的艺术家死于一场重病	这位伟大的艺术家死
当地社区支持我们的筹款活动	这封秘密信放在旧木桌上	这封密信放
我的小弟弟享受这个有趣的游戏	一轮圆月出现在漆黑的夜空上	一轮圆月出现
城市的孩子接收免费的教育	这场意外发生在周六晚上	这场意外发生
大部分人尊敬这位伟大的领导者	干净的床单放在洗衣篮中	干净的床单放
这个男孩需要你的帮助	一张照片挂在他的书房	一张照片挂
会计问题引发更多棘手事件	这件稀有文物保存在安全保险库中	这件稀有文物保存
这幅美丽的画引发强烈的情感	剩余学生坐在地上	剩余学生坐
许多律师事务所赞助自己的项目	年老的客人们坐在晚餐桌旁	年老的客人们坐
预期的竞争是一个问题	这个故事始于一个小镇	这个故事始于
