demonstration	test_sentence	response
她的父亲保护家人	大部分人生活在农村地区	大部分生活在
联邦法官授予临时限制令	一只迷路的小狗走向城市公园	一只迷路的小狗走向
会计问题引发更多棘手事件	一位绅士走向繁忙的咖啡厅	一位绅士走向
他的父亲经营一家建筑公司	这位伟大的艺术家死于一场重病	这位伟大的艺术家死
上升的运营费用是另一个问题	小船停在平静的湖面上	小船停在
我的朋友们珍惜我们的高中回忆	他的眼镜放在床头柜上	他的眼镜放在
那个年轻的女孩爱她的新玩具	许多松鼠生活在橡树上	许多松鼠生活在
大部分人尊敬这位伟大的领导者	他的父亲死于一次心脏病	他的父亲死于
恶意收购是一个相当新的现象	黄金宝藏位于茂密的丛林	黄金宝藏位于
该诉讼寻求未具体说明的损害赔偿	这个故事始于一个小镇	这个故事
预期的竞争是一个问题	厚厚的论文摆放在书架上	厚厚的论文摆放在
这个男孩需要你的帮助	年老的客人们坐在晚餐桌旁	年老的客人们坐
当地居民欣赏美丽的公园	他们一家生活在一个老旧农舍里	他们一家生活
那个老人喂那只流浪猫	小男孩看向玩具店的橱窗	小男孩看
我们友好的邻居分享他美味的食物	路标指向最近的出口	路标指向
勤奋的学生学习她的课程	剩余学生坐在地上	剩余学生坐在
城市居民渴望安静的乡村生活	旧地图指向隐藏的宝藏	旧地图指
一些机构交易员喜欢这种疯狂的旅程	这场意外发生在周六晚上	这场意外发生
这幅美丽的画引发强烈的情感	学生们看向复杂的方程式	学生们看
许多律师事务所赞助自己的项目	易碎的花瓶放在顶层书架	易碎的花瓶放
你的父亲值得一个假期	小女孩走向卧室	小女孩走
这些人有不同的议程	这件稀有文物保存在安全保险库中	这件稀有文物保存
养老金改革是其主要推动力	干净的床单放在洗衣篮中	干净的床单放在
当地社区支持我们的筹款活动	这个老人看向窗户	这个老人看向
