demonstration	test_sentence	response
城市的孩子接收免费的教育	许多松鼠生活在橡树上	许多松鼠生活
养老金改革是其主要推动力	这封秘密信放在旧木桌上	这封秘密信放在
那个老人喂那只流浪猫	剩余学生坐在地上	剩余学生坐
他们热情的教练训练年轻的团队	一位绅士走向繁忙的咖啡厅	一位绅士走向
上升的运营费用是另一个问题	学生们看向复杂的方程式	学生们看向
恶意收购是一个相当新的现象	大部分人生活在农村地区	大部分人生活在
勤奋的学生学习她的课程	他们一家生活在一个老旧农舍里	他们一家生活
这个男孩需要你的帮助	小船停在平静的湖面上	小船停
你的父亲值得一个假期	这件稀有文物保存在安全保险库中	这件稀有文物保存
当地社区支持我们的筹款活动	一轮圆月出现在漆黑的夜空上	一轮圆月出现
许多律师事务所赞助自己的项目	小鸟们停在粗树枝上	小鸟们停在
那个年轻的女孩爱她的新玩具	他的眼镜放在床头柜上	她的眼镜放在
会计问题引发更多棘手事件	他的父亲死于一次心脏病	他的父亲死于
预期的竞争是一个问题	一只迷路的小狗走向城市公园	一直迷路的小狗走向
一些机构交易员喜欢这种疯狂的旅程	小男孩看向玩具店的橱窗	小男孩看向
该诉讼寻求未具体说明的损害赔偿	他的父母冲到他身旁	他的父母冲到
我的小弟弟享受这个有趣的游戏	黄金宝藏位于茂密的丛林	黄金宝藏位于
这些人有不同的议程	小女孩走向卧室	小女孩走向
大部分人尊敬这位伟大的领导者	年老的客人们坐在晚餐桌旁	年老的客人们坐在
城市居民渴望安静的乡村生活	一张照片挂在他的书房	一张照片挂在
这幅美丽的画引发强烈的情感	这场意外发生在周六晚上	这场意外发生
可能的副作用包括高血压	干净的床单放在洗衣篮中	干净的床单放在
当地居民欣赏美丽的公园	路标指向最近的出口	路标指向
该计划缺乏撤回时间表	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生在
