demonstration	test_sentence	response
这个男孩需要你的帮助	这个故事始于一个小镇	这个故事始于
那个老人喂那只流浪猫	年老的客人们坐在晚餐桌旁	年老的客人坐在
我的朋友们珍惜我们的高中回忆	干净的床单放在洗衣篮中	干净的床单放
这幅美丽的画引发强烈的情感	路标指向最近的出口	路标指
大部分人尊敬这位伟大的领导者	小船停在平静的湖面上	小船停在
勤奋的学生学习她的课程	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生
当地居民欣赏美丽的公园	一位绅士走向繁忙的咖啡厅	一位绅士走向
许多律师事务所赞助自己的项目	黄金宝藏位于茂密的丛林	黄金宝藏位
她的父亲保护家人	小鸟们停在粗树枝上	小鸟们停在
预期的竞争是一个问题	这个老人看向窗户	这个老人看向
我们友好的邻居分享他美味的食物	这封秘密信放在旧木桌上	这封秘密信放在
城市的孩子接收免费的教育	一只迷路的小狗走向城市公园	一只迷路的小狗走向
联邦法官授予临时限制令	他们一家生活在一个老旧农舍里	他们一家生活在
该计划缺乏撤回时间表	这件稀有文物保存在安全保险库中	这件稀有文物保存在
会计问题引发更多棘手事件	一轮圆月出现在漆黑的夜空上	一轮圆月出现在
恶意收购是一个相当新的现象	旧地图指向隐藏的宝藏	旧地图指
那个年轻的女孩爱她的新玩具	大部分人生活在农村地区	大部分人生活
他的父亲经营一家建筑公司	小女孩走向卧室	小女孩走
养老金改革是其主要推动力	厚厚的论文摆放在书架上	厚厚的论文摆放在
你的父亲值得一个假期	许多松鼠生活在橡树上	许多松鼠生活在
两名选举委员会成员反对配对计划	这场意外发生在周六晚上	这场意外发生
可能的副作用包括高血压	他的父母冲到他身旁	他的父母冲
这些人有不同的议程	学生们看向复杂的方程式	学生们看向
上升的运营费用是另一个问题	一张照片挂在他的书房	一张照片挂在
