demonstration	test_sentence	response
该计划缺乏撤回时间表	小女孩走向卧室	小女孩走向
当地居民欣赏美丽的公园	易碎的花瓶放在顶层书架	易碎的花瓶放
恶意收购是一个相当新的现象	他的眼镜放在床头柜上	他的眼镜放在
两名选举委员会成员反对配对计划	他的父亲死于一次心脏病	他的父亲死
养老金改革是其主要推动力	他的父母冲到他身旁	他的父母冲
许多律师事务所赞助自己的项目	这个老人看向窗户	这个老人看向
你的父亲值得一个假期	一轮圆月出现在漆黑的夜空上	一轮圆月出现
上升的运营费用是另一个问题	小船停在平静的湖面上	小船停在
会计问题引发更多棘手事件	这个故事始于一个小镇	这个故事始于
城市的孩子接收免费的教育	旧地图指向隐藏的宝藏	旧地图指向
那个年轻的女孩爱她的新玩具	路标指向最近的出口	路标指向
这个男孩需要你的帮助	一位绅士走向繁忙的咖啡厅	一位绅士走向
他的父亲经营一家建筑公司	年老的客人们坐在晚餐桌旁	年老的客人们坐
这幅美丽的画引发强烈的情感	小男孩看向玩具店的橱窗	小男孩看向
联邦法官授予临时限制令	厚厚的论文摆放在书架上	厚厚的论文摆放
预期的竞争是一个问题	他们一家生活在一个老旧农舍里	他们一家生活在
该诉讼寻求未具体说明的损害赔偿	这位伟大的艺术家死于一场重病	这位伟大的艺术家死
一些机构交易员喜欢这种疯狂的旅程	许多松鼠生活在橡树上	许多松鼠生活
大部分人尊敬这位伟大的领导者	剩余学生坐在地上	剩余学生坐
那个老人喂那只流浪猫	这场意外发生在周六晚上	这场意外发生
我的朋友们珍惜我们的高中回忆	一件惊讶的事情发生在他们的结婚纪念日上	一件惊讶的事情发生
我们友好的邻居分享他美味的食物	小鸟们停在粗树枝上	小鸟们停
这些人有不同的议程	一张照片挂在他的书房	一张照片挂
她的父亲保护家人	一只迷路的小狗走向城市公园	一只迷路的小狗走
