original	label	prediction
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs the league
It has some of the highest costs in the league	It has some of the highest costs in the league	it has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	it has in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	has costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	Some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some costs
It has some of the highest costs in the league	It has some of the highest costs in the league	it
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	has some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs in
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	The highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	some of the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	fail to follow
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has some of costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs
It has some of the highest costs in the league	It has some of the highest costs in the league	It has the highest costs in the league
