original	label	prediction
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused on
The inquiry soon focused on the judge	The inquiry soon focused on the judge	soon focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	the inquiry soon
The inquiry soon focused on the judge	The inquiry soon focused on the judge	the inquiry soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	the inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	fail to follow
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	fail to follow
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused on
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused on judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	fail to follow
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry soon focused
The inquiry soon focused on the judge	The inquiry soon focused on the judge	The inquiry focused on the judge
