demonstration	test_sentence	response
我去年年底感冒了一次病了一周	那个适合小婴儿	适合婴儿
这里晚上十一点了	你发我邮箱	你邮箱
户口下月才能迁	我预约了心脏彩超	我心脏彩超
你可以搜索一下他的文章什么的	网上有房型图	网上有
每天往返路程需要多长时间	欧元促进电子商务发展	欧元促进发展
我也是去看看学校和环境的	哎这伤心是一时的	伤心的
你肯定是一个好爸爸	你们拓展是不是有那种攀岩啊	你们拓展有
书记今天下午回来	我已经不会为这些事情纠结了	我不纠结了
我一般这个时候会上	我们住哪个酒店	我们住酒店
奶妈是不是切断了跟外界滴联系啊	我没有淘宝账号	我没有
我提供电子版的	因为我看她没什么兴趣	我看她
我会吸取你们滴教训滴	哎我也是这个点起来的	我也起来
她前一段时间在幼儿园打工	我就是那时候开始学习医学常识	我学习医学常识
那张有大师水平	你还记得你的账号吗	我还记得
蜡烛两头烧	你要找天线供应商	你要找
恩我正在订机票酒店什么的	那里有没有华人同事	那里有没有
你什么时候填志愿啊	钱到位你就买你单位的吧	你买你单位吧
你有朋友找女朋友吗	你要根据我们模块上的接口来配置	你要根据我们来配置
其他都是园林类的	我想一下午了	我想
我下采购单	灵感来自我师母	灵感来自
我是说手机信息	我那时候也有	我也有
它应该是我党的标杆城市啊	你觉得哪个行的最好	你觉得最好
这是你们的考验	他一般不参加我的活动	他不参加
你说你们这届的	他们可能是通过其他渠道知道的	他们可能是
