demonstration	test_sentence	response
我去年一年没有存到钱哦	它分蛮多版面	它分版面
路由器在我这边	我回家路上干啥好呢	我回家路上
我一般这个时候会上	一白遮百丑呀	遮百丑
我就一个床一个桌子啊	你是个大好人啊	你是啊
你么时候来呀	这个不是我的	这我的
很多厂家也会做甲方的工作	你是本科生还是研究生呢	你是本科生
时间一定要这个时候吗	书记今天下午回来	书记回来
你下午几点结束	我试下看看我这里能调试了不	我调试了不
户口下月才能迁	怀孕不是个好活	怀孕好活
你是不是有车老师的邮箱之类的	你自己住间房还是跟别人一起住啊	你自己住啊
哎这伤心是一时的	你觉得哪个行的最好	你觉得哪个
我们这里要调试大屏幕用的	但是公司有营销策划部门	但是公司有部门
他们家也有十字绣的	你总是能看到营销的本质	你总是能看到
那是外置天线	我知道那个地方	我知道
我有新衣服	你看社区地图	你看
他们说暑假真不像个暑假	我查下这里的时间	我查下这里
社会主义不止一条路	哎我今天中午也没睡觉	哎我今天中午
因为我们下学期有开理论犯罪学	我下周二就走了	我就走了
我说中了师傅的心思吧	你打下我电话吧	你打下吧
不过我在你后面	你能来我办公室不	你能来
那是旧社会	土地基金增强特区财政储备	土地基金
你是怎么知道这篇文章的	那不是你父母来了吗	那不是你父母
这个要熊猫的那个	我登我的看看	我登
你这年纪轻轻滴失眠个什么撒	关键你男人家请客就行	关键你男人请客
