demonstration	test_sentence	response
新国标放宽了钢材的使用范围	我们按这个标准交	按这个标准交
他也是四个月暑假啊	他是知青子女正在读博士	知青子女在读博士
我也是去看看学校和环境的	呵呵只是我怕我的能力有限呀	呵
我当你推荐人啊	那他不是不跟你们的行程一样了	那他不一样
你说模块上的接口吗	你受不了那种日子的	你受不了
我就一个床一个桌子啊	这个公寓楼就是酒店式那种的	这个就是那种
这个也是要计算机专业的吗	咱没有那个本事跟着去学肯定不行	咱没本事
各有各的好吧	他们说暑假真不像个暑假	暑假不像个暑假
我这里是晚上八点	你可以搜索一下他的文章什么的	搜下他文章
你要用护士的工号	你可以问问其他客户	问问其他
那个超声喷雾做的是球形的	你在国外课题做的怎样了	你怎么样了
女性撑起半边天	那我这个星期不回去	不回去了
其实里面也没有爱情故事	那是外置天线	外置天线
那个旅馆在最边上	我那没有那些康乐消费	我那没有
你什么时候去	我周日晚上走	周日晚上走
你找天来我宿舍拿吧	你回来不写比赛材料吗	你不写吗
关键是铁饭碗刮不出多少金子来啊	你啥时候去开会啊	啥时候去
成人比赛全是业余的	不过我不敢跟她聊这方面	我不敢
不过我在你后面	哎我也是这个点起来的	我也是
你孙女是个大老粗	你们是开发商还是营销策划	你是
你就带着这些东西来就好了	哎我今天中午也没睡觉	我也
我下采购单	啥叫康乐消费	啥
那里有没有华人同事	现在这里早上十点半	现在十点半
你去选课网站看下培养计划	关键你男人家请客就行	你请客就行
