demonstration	test_sentence	response
你有铁饭碗就好好珍惜吧	东方是什么职务啊	东方是什么啊
这里晚上十一点了	你要根据我们模块上的接口来配置	你根据来配置
你们公司叫什么名称	那你就吃点饭打发一下时间嘛	那你就吃点饭
关键是铁饭碗刮不出多少金子来啊	也许你有你的难处	也许你有难处
那我明天早上跟她说吧	你们都给我打低分	都给我低分
你们拓展是不是有那种攀岩啊	我鄙视俺同学	我鄙视同学
他一般不参加我的活动	新科技服务老传统	新科技服务
网上有房型图	那只是一方面	只是一方面
这个交通标识是什么意思	你天天和俺大叔那边聊吗	你天天和俺大叔聊
钱到位你就买你单位的吧	我也不知道他啥时候回来	我也不知道啥时候回来
我找找他的照片	恩那我们周一周二会不会不上课啊	我们会不会上课
以后人类也是转基因的了呢	那你喜欢什么样的	那你喜欢什么
那你就赚不了多少钱啊	他是换全新的	他是换新的
但是公司有营销策划部门	我要打多少年的工呀	我要打多少年
骨子里奔流着新闻热血	你要相信你女朋友	你要相信
哎我也是这个点起来的	呵呵只是我怕我的能力有限呀	呵呵我只怕有限啊
你们是什么公司啊	我觉得我婆婆神经有些问题	我觉得神经有些问题
我会吸取你们滴教训滴	他应该没多久假期吧	他应该没多久吧
我在网上查不到什么资料啊	我也不知道这事	我也不知道
啥叫康乐消费	同学之间没有那多客套	没那么多客套
这周或下周我去社里	你啥时候调去的	你啥时候去的
所以你换家医院看看不行吗	你是男的女的呀	男的女的呀
呵呵我无名小卒一枚	国内驾照只能在这里用一个月	只能用一个月
你这年纪轻轻滴失眠个什么撒	那张有大师水平	那张有水平
