demonstration	test_sentence	response
同质化竞争到底坑了谁的爹	网上有房型图	网上有
他加入他们群了	我这里是晚上八点	我这里是
我明后天再给教练长打电话	现在的都是人力公司外派	都是人力公司外派
他也是四个月暑假啊	独立学院的就一个商贸英语类专业	独立学院的就一个
我找找他的照片	我下采购单	我下
你只谈谈你的想法就行	我之前有认识另外一位医生	我之前有认识
我有点事你先考察一下	不过我在你后面	不过我在你后面
欧元促进电子商务发展	你几几年的啊	你几几年的啊
这个啥意思	那是理想国	那
我姐姐说她都这把年纪了	忍字头上一把刀啊	忍字头上啊
我当你推荐人啊	我也要试试这个机构才行	我也要试试才行
你说你们这届的	你说你那里的算便宜了吧	你说算便宜了吧
要不然我也旧貌换新颜啦	这个领导可能有领导的想法吧	这个领导可能有想法吧
土地基金增强特区财政储备	反正我是没洗过十多分钟的脸	反正我是没洗过
消费者是大赢家	你们都给我打低分	你们都
你是怎么知道这篇文章的	因为这里面有一些程序要走吧	因为这里面有要走吧
那是教育的问题	你喜欢什么样的呢	你喜欢的呢
你能接受什么价位的	你在国外课题做的怎样了	你在国外做的怎样了
我不知道上次你看了群聊记录没	我倒是没有考虑过这个问题	我倒是没有考虑过
啥叫康乐消费	但是公司有营销策划部门	但是公司有
好汉不提当年勇	这恰恰说明了应试教育的好处	这恰恰说明了
奶妈是不是切断了跟外界滴联系啊	我知道那个地方	我知道
切切明天你啥时候面试啊	你给我说你什么时候有时间	你给我说你有时间
你总是能看到营销的本质	个人事情方面我觉得我没什么动力	个人事情方面我觉得我没
