original	label	prediction
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	and far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds posting yields far higher than average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	are posting yields far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	are posting yields far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	are posting yields far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	are posting yields far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	posting yields far higher than the average
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields far higher
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields far higher
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields far higher than
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are posting yields
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	some funds are
Some funds are posting yields far higher than the average	Some funds are posting yields far higher than the average	fail to follow
