original	label	prediction
It all adds up to a cold winter here	It all adds up to a cold winter here	adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	all adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	all adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	all adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it adds up to a cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to a cold winter
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to
It all adds up to a cold winter here	It all adds up to a cold winter here	it all adds up to
It all adds up to a cold winter here	It all adds up to a cold winter here	all adds up to cold winter here
It all adds up to a cold winter here	It all adds up to a cold winter here	fail to follow
It all adds up to a cold winter here	It all adds up to a cold winter here	all adds up to cold winter here
