original	label	prediction
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
Most people live in rural areas	Most people live in	most people live
A picture hangs at his study	a picture hangs at his study	a picture hangs
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The accident happened on Saturday night	The accident happened on	the accident happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His father died of a heart attack	His father died of	his father died
A picture hangs at his study	a picture hangs at his study	a picture hangs
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The students look at the complex equation	the students look at the complex equation	the students look at
His family lived in an old farmhouse	His family lived in	his family lived
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
