original	label	prediction
His parents rushed to his side	his parents rushed to his side	his parents rushed
His parents rushed to his side	his parents rushed to his side	his parents rushed
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The students look at the complex equation	the students look at the complex equation	the students look at
His parents rushed to his side	his parents rushed to his side	his parents rushed
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
the old man looked at the window	the old man looked at the window	the old man looked
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His parents rushed to his side	his parents rushed to his side	his parents rushed
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The accident happened on Saturday night	The accident happened on	the accident happened
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
Most people live in rural areas	Most people live in	most people live
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
