original	label	prediction
the old man looked at the window	the old man looked at the window	the old man looked
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The story begins in a small town	the story begins in a small town	the story begins
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy
A picture hangs at his study	a picture hangs at his study	a picture hangs
The accident happened on Saturday night	The accident happened on	the accident happened
The story begins in a small town	the story begins in a small town	the story begins
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
the rest students sat on the ground	the rest students sat on	the rest students sat
The accident happened on Saturday night	The accident happened on	the accident happened
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
Most people live in rural areas	Most people live in	most people live
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
His family lived in an old farmhouse	His family lived in	his family
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The story begins in a small town	the story begins in a small town	the story begins
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
