original	label	prediction
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay
The students look at the complex equation	the students look at the complex equation	the students look at
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
A picture hangs at his study	a picture hangs at his study	a picture hangs
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
His father died of a heart attack	His father died of	his father died
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His father died of a heart attack	His father died of	his father died
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	fail to follow
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The accident happened on Saturday night	The accident happened on	the accident happened
The story begins in a small town	the story begins in a small town	the story
A picture hangs at his study	a picture hangs at his study	a picture hangs
