original	label	prediction
The accident happened on Saturday night	The accident happened on	the accident happened
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The accident happened on Saturday night	The accident happened on	the accident happened
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His father died of a heart attack	His father died of	his father
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
His family lived in an old farmhouse	His family lived in	his family lived
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
Most people live in rural areas	Most people live in	most people live
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A picture hangs at his study	a picture hangs at his study	a picture hangs
A picture hangs at his study	a picture hangs at his study	a picture hangs
