original	label	prediction
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The accident happened on Saturday night	The accident happened on	the accident happened
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The little girl walks towards the living room	the little girl walks towards the living room	fail to follow
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
The story begins in a small town	the story begins in a small town	the story begins
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
the rest students sat on the ground	the rest students sat on	the rest students
The students look at the complex equation	the students look at the complex equation	the students look at
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
the rest students sat on the ground	the rest students sat on	the rest students sat
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His father died of a heart attack	His father died of	his father died
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
