original	label	prediction
The little girl walks towards the living room	the little girl walks towards the living room	fail to follow
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
A picture hangs at his study	a picture hangs at his study	a picture hangs
the old man looked at the window	the old man looked at the window	the old man looked
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
His father died of a heart attack	His father died of	his father died
The students look at the complex equation	the students look at the complex equation	the students look at
His parents rushed to his side	his parents rushed to his side	his parents rushed
A picture hangs at his study	a picture hangs at his study	a picture hangs
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The accident happened on Saturday night	The accident happened on	the accident happened
His family lived in an old farmhouse	His family lived in	his family lived
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
