original	label	prediction
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The story begins in a small town	the story begins in a small town	the story
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The accident happened on Saturday night	The accident happened on	the accident happened
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The accident happened on Saturday night	The accident happened on	the accident happened
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
the rest students sat on the ground	the rest students sat on	the rest students sat
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The story begins in a small town	the story begins in a small town	the story begins
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
the rest students sat on the ground	the rest students sat on	the rest students
