original	label	prediction
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The story begins in a small town	the story begins in a small town	the story begins
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
the old man looked at the window	the old man looked at the window	the old man looked
His parents rushed to his side	his parents rushed to his side	his parents rushed
The accident happened on Saturday night	The accident happened on	the accident happened
His parents rushed to his side	his parents rushed to his side	his parents rushed
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The accident happened on Saturday night	The accident happened on	the accident happened
The students look at the complex equation	the students look at the complex equation	the students look at
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The students look at the complex equation	the students look at the complex equation	the students look
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His father died of a heart attack	His father died of	his father died
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
