original	label	prediction
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon
The students look at the complex equation	the students look at the complex equation	the students look at
His parents rushed to his side	his parents rushed to his side	his parents rushed
The students look at the complex equation	the students look at the complex equation	the students look at
His parents rushed to his side	his parents rushed to his side	his parents rushed
A picture hangs at his study	a picture hangs at his study	a picture hangs
His family lived in an old farmhouse	His family lived in	his family lived
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
the old man looked at the window	the old man looked at the window	the old man looked
His father died of a heart attack	His father died of	his father died
The students look at the complex equation	the students look at the complex equation	the students
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His father died of a heart attack	His father died of	his father died
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
