original	label	prediction
His father died of a heart attack	His father died of	his father
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the old man looked at the window	the old man looked at the window	the old man looked
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
Most people live in rural areas	Most people live in	most people
His family lived in an old farmhouse	His family lived in	his family lived
His family lived in an old farmhouse	His family lived in	his family lived
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His father died of a heart attack	His father died of	his father died
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards the cafe
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The students look at the complex equation	the students look at the complex equation	fail to follow
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map
His father died of a heart attack	His father died of	his father died
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
