original	label	prediction
His glasses lie on the bedside table	his glasses lie on the bedside table	glasses on table
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
Most people live in rural areas	Most people live in	most people live
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The students look at the complex equation	the students look at the complex equation	the students look at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
His father died of a heart attack	His father died of	his father died
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The story begins in a small town	the story begins in a small town	the story begins
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
The story begins in a small town	the story begins in a small town	the story begins
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
