original	label	prediction
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests
His parents rushed to his side	his parents rushed to his side	his parents rushed
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The students look at the complex equation	the students look at the complex equation	the students look at
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The story begins in a small town	the story begins in a small town	the story begins
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
Most people live in rural areas	Most people live in	most people live
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
His father died of a heart attack	His father died of	his father died
