original	label	prediction
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
the old man looked at the window	the old man looked at the window	the old man looked
Most people live in rural areas	Most people live in	most people
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the linens lie
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A picture hangs at his study	a picture hangs at his study	a picture hangs
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The accident happened on Saturday night	The accident happened on	the accident happened
