original	label	prediction
His father died of a heart attack	His father died of	his father died
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The students look at the complex equation	the students look at the complex equation	fail to follow
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His father died of a heart attack	His father died of	his father died
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His family lived in an old farmhouse	His family lived in	his family lived
the rest students sat on the ground	the rest students sat on	the rest students
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His father died of a heart attack	His father died of	his father died
The accident happened on Saturday night	The accident happened on	the accident happened
Many squirrels live in the oak tree	many squirrels live in the oak tree	fail to follow
His father died of a heart attack	His father died of	his father died
the old man looked at the window	the old man looked at the window	the old man looked
The students look at the complex equation	the students look at the complex equation	fail to follow
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
