original	label	prediction
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The accident happened on Saturday night	The accident happened on	the accident happened
The students look at the complex equation	the students look at the complex equation	the students look at
Most people live in rural areas	Most people live in	most people live
His family lived in an old farmhouse	His family lived in	his family lived
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
His family lived in an old farmhouse	His family lived in	his family lived
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
His family lived in an old farmhouse	His family lived in	his family lived
His parents rushed to his side	his parents rushed to his side	his parents rushed
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay
A picture hangs at his study	a picture hangs at his study	a picture hangs
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A picture hangs at his study	a picture hangs at his study	a picture
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
the rest students sat on the ground	the rest students sat on	fail to follow
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
Most people live in rural areas	Most people live in	most people live
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The story begins in a small town	the story begins in a small town	the story begins
the old man looked at the window	the old man looked at the window	the old man looked
