original	label	prediction
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His father died of a heart attack	His father died of	his father died
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the rest students sat on the ground	the rest students sat on	the rest students
His father died of a heart attack	His father died of	his father died
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A picture hangs at his study	a picture hangs at his study	a picture hangs
His parents rushed to his side	his parents rushed to his side	his parents rushed
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	fail to follow
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A picture hangs at his study	a picture hangs at his study	a picture hangs
The little girl walks towards the living room	the little girl walks towards the living room	fail to follow
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
the old man looked at the window	the old man looked at the window	the old man looked
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
His glasses lie on the bedside table	his glasses lie on the bedside table	fail to follow
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The students look at the complex equation	the students look at the complex equation	the students look at
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
