original	label	prediction
the rest students sat on the ground	the rest students sat on	the rest students sat
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The students look at the complex equation	the students look at the complex equation	the students
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
the old man looked at the window	the old man looked at the window	fail to follow
The story begins in a small town	the story begins in a small town	the story begins
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His parents rushed to his side	his parents rushed to his side	his parents rushed
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His parents rushed to his side	his parents rushed to his side	his parents rushed
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
Most people live in rural areas	Most people live in	most people live in
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
