original	label	prediction
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The story begins in a small town	the story begins in a small town	the story begins
the old man looked at the window	the old man looked at the window	fail to follow
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The little girl walks towards the living room	the little girl walks towards the living room	the little girl
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
His parents rushed to his side	his parents rushed to his side	his parents rushed
Most people live in rural areas	Most people live in	most people live
The little girl walks towards the living room	the little girl walks towards the living room	the little girl
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
the rest students sat on the ground	the rest students sat on	the rest students sat
His parents rushed to his side	his parents rushed to his side	his parents rushed
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks towards
The story begins in a small town	the story begins in a small town	the story begins
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A picture hangs at his study	a picture hangs at his study	a picture hangs
the rest students sat on the ground	the rest students sat on	the rest students sat
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
