original	label	prediction
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The students look at the complex equation	the students look at the complex equation	the students look at
The story begins in a small town	the story begins in a small town	the story begins
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
The accident happened on Saturday night	The accident happened on	the accident happened
the rest students sat on the ground	the rest students sat on	the rest students sat
the old man looked at the window	the old man looked at the window	the old man looked
The story begins in a small town	the story begins in a small town	the story begins
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
His father died of a heart attack	His father died of	his father died
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The accident happened on Saturday night	The accident happened on	the accident happened
the old man looked at the window	the old man looked at the window	the old man looked
The story begins in a small town	the story begins in a small town	the story begins
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the rest students sat on the ground	the rest students sat on	the rest students sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks towards
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
