original	label	prediction
The story begins in a small town	the story begins in a small town	the story begins
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The students look at the complex equation	the students look at the complex equation	fail to follow
Most people live in rural areas	Most people live in	most people live
the rest students sat on the ground	the rest students sat on	the rest students sat
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
His family lived in an old farmhouse	His family lived in	his family lived
The story begins in a small town	the story begins in a small town	the story begins
The accident happened on Saturday night	The accident happened on	the accident happened
His parents rushed to his side	his parents rushed to his side	his parents rushed
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
A picture hangs at his study	a picture hangs at his study	a picture hangs
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The story begins in a small town	the story begins in a small town	the story begins
The story begins in a small town	the story begins in a small town	the story begins
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
