original	label	prediction
Many squirrels live in the oak tree	many squirrels live in the oak tree	fail to follow
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
His father died of a heart attack	His father died of	his father died
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His father died of a heart attack	His father died of	his father died
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The accident happened on Saturday night	The accident happened on	the accident happened
The students look at the complex equation	the students look at the complex equation	fail to follow
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	fail to follow
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact
The small boat stays in the calm lake	the small boat stays in the calm lake	fail to follow
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
