original	label	prediction
His father died of a heart attack	His father died of	his father died
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
His father died of a heart attack	His father died of	his father
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
His family lived in an old farmhouse	His family lived in	his family
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
Most people live in rural areas	Most people live in	most people live in
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
the old man looked at the window	the old man looked at the window	the old man looked
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure
