original	label	prediction
His parents rushed to his side	his parents rushed to his side	his parents rushed
The students look at the complex equation	the students look at the complex equation	the students look at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
The students look at the complex equation	the students look at the complex equation	the students look at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
His family lived in an old farmhouse	His family lived in	his family lived
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The story begins in a small town	the story begins in a small town	the story begins
Most people live in rural areas	Most people live in	most people live
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay
Most people live in rural areas	Most people live in	most people live
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
the rest students sat on the ground	the rest students sat on	the rest students sat
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the linens lie
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
