original	label	prediction
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The story begins in a small town	the story begins in a small town	the story begins
The students look at the complex equation	the students look at the complex equation	the students look at
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
Most people live in rural areas	Most people live in	most people live
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A picture hangs at his study	a picture hangs at his study	fail to follow
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests
His parents rushed to his side	his parents rushed to his side	his parents
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
His father died of a heart attack	His father died of	his father died
The students look at the complex equation	the students look at the complex equation	the students
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
the old man looked at the window	the old man looked at the window	the old man looked
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The students look at the complex equation	the students look at the complex equation	the students look at
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the old man looked at the window	the old man looked at the window	the old man looked
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The accident happened on Saturday night	The accident happened on	the accident happened
His family lived in an old farmhouse	His family lived in	his family lived
