original	label	prediction
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
His parents rushed to his side	his parents rushed to his side	his parents rushed
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on the branch
The story begins in a small town	the story begins in a small town	the story begins
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The students look at the complex equation	the students look at the complex equation	the students look at
The story begins in a small town	the story begins in a small town	the story begins
