original	label	prediction
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
the old man looked at the window	the old man looked at the window	the old man looked
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His father died of a heart attack	His father died of	his father died
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
A picture hangs at his study	a picture hangs at his study	a picture hangs
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
His family lived in an old farmhouse	His family lived in	his family lived
His family lived in an old farmhouse	His family lived in	fail to follow
The story begins in a small town	the story begins in a small town	the story begins
A picture hangs at his study	a picture hangs at his study	a picture hangs
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The students look at the complex equation	the students look at the complex equation	the students look at
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
