original	label	prediction	demonstration
我的燃料冲到工号旁边	我的燃料冲到工号旁边	燃料冲到旁边	我都没你们电话
那个电池始于不少工号	那个电池始于不少工号	## add	昨天那个阿姐叫什么名字啊
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平学期	各拥一片天
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向	网上有房型图
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个男人死于好多高中	那你就赚不了多少钱啊
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	这个是小影院
老工作看向价格的对话	老工作看向价格的对话	老工作价格对话	预产期什么时候啊
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放	那你请啥假
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	## same	我觉得我婆婆神经有些问题
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在根本交换机	所以我才有其他想法
什么接口死于这老公	什么接口死于这老公	什么接口	我先看看检查结果
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在	小孩教育真是一门大学问
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	你不知道他的凶样
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	要不然谁知道怎么回事
小客套走向常识	小客套走向常识	小客套	啥叫康乐消费
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	他不管这些子事
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add && delete	俺弟一结婚我就没什么事了
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## add && delete	你有宽胶带吗
很多安排坐在事情上	很多安排坐在事情上	## add && delete	他们学了奥数和奥英呀
两个教育挂在你的科技	两个教育挂在你的科技	## same	这周或下周我去社里
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生	你那边现在几点
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活耐心公园	最多你是多买一个保险
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	只不过大部分人有些特殊需求
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	## add && delete	你几几年的啊
