original	label	prediction	demonstration
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	我鄙视俺同学
这些英语看向显卡	这些英语看向显卡	## add	心里各种状况或多或少有个预判
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	房子都没有要什么电梯
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	低矮的电梯	我说中了师傅的心思吧
那个电池始于不少工号	那个电池始于不少工号	## add && delete	我们搞情侣款啊
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	我还得赶点东西
胖标书指向原版的老乡	胖标书指向原版的老乡	## reorder	我先洗把脸你忙会儿
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在宏伟护士里	你得要多长时间
大型的达人摆放在网线中	大型的达人摆放在网线中	达人在网线中	这周或下周我去社里
很多安排坐在事情上	很多安排坐在事情上	很多安排	我只听过他家的卸妆油
老工作看向价格的对话	老工作看向价格的对话	## add && delete	姐姐收到我的邮件了吗
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所	这就是相声小品的文件
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	你去给我带个眼霜
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	你是本科生还是研究生呢
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	我在看那套小说
小客套走向常识	小客套走向常识	小客套常识	额我不是这个意思哦
两个教育挂在你的科技	两个教育挂在你的科技	教育挂在科技	毒狗的分身有持续时间么
公园指向行政的天线	公园指向行政的天线	公园指向	它分蛮多版面
什么接口死于这老公	什么接口死于这老公	## add	这个交通标识是什么意思
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平学期	我们做弱电系统
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	自己处理点自己的事情
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	同质化策划保存在样子上	那人都是这样的啊
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	我不知道他们邮箱
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书	那是我们的共性
