original	label	prediction	demonstration
小客套走向常识	小客套走向常识	小客套走向	那门课的成绩就是专四成绩
很多安排坐在事情上	很多安排坐在事情上	很多安排坐事情上	你什么时候填志愿啊
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	你可以去研究这种社会课题了
什么接口死于这老公	什么接口死于这老公	什么接口死于这	独立学院的就一个商贸英语类专业
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在里	这样的说法也震动了我们那个政府
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生新幸福	只是个人没什么好处
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## same	这周或下周我去社里
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	人各有自己的生长规律和足迹
两个教育挂在你的科技	两个教育挂在你的科技	## add	文科基本上生活中有点用
那个电池始于不少工号	那个电池始于不少工号	## add && delete	你的签名是神马意思啊
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这策划保存在样子上	姐姐收到我的邮件了吗
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计公安	我周四晚火车
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	我跟他都做了酒店的英语测试
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到	因为我手机是白的
这些英语看向显卡	这些英语看向显卡	这些看向显卡	你有什么文艺啊
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口	我说你哥的孩子
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	这个公寓楼就是酒店式那种的
公园指向行政的天线	公园指向行政的天线	公园指向行政	俺们这边游击队野战军自己折腾
大型的达人摆放在网线中	大型的达人摆放在网线中	达人在网线中	预产期什么时候啊
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	本来文件是什么格式
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	价位	我们这里要调试大屏幕用的
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	你不是有他的号吗
男的结果放在友情科技	男的结果放在友情科技	男的结果友情科技	会员分散啥意思
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	你给我说你什么时候有时间
