original	label	prediction	demonstration
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕	我先洗把脸你忙会儿
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思	要不你住我们家附近的酒店
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头	这个啥意思
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书	那是外置天线
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间	你就看请求那里
很多安排坐在事情上	很多安排坐在事情上	很多安排坐在	我就见过好几个这样的人
什么接口死于这老公	什么接口死于这老公	什么接口	啥叫康乐消费
公园指向行政的天线	公园指向行政的天线	公园指向天线	你那里还有我的照片吗
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	我想一下午了
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	我周日晚上走
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	你换用皮卡车吧
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	只不过大部分人有些特殊需求
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	那你俩照什么主题
小客套走向常识	小客套走向常识	小常识	我路痴一个捏
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	那是教育的问题
男的结果放在友情科技	男的结果放在友情科技	## add && delete	我房东下学期有可能搬走
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在耐心	但是房子里还有一个房间
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存	我都是问中文的
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书夜行的电子版上	机会大把的
不少家庭生活在天线里	不少家庭生活在天线里	家庭生活在天线里	关键是铁饭碗刮不出多少金子来啊
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在护士里	书记今天下午回来
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向	我要打造巨星品牌
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	呵呵这是你初恋吗
大型的达人摆放在网线中	大型的达人摆放在网线中	达人网线	动车多少钱
