original	label	prediction	demonstration
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅放在	我到过一家天线厂
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人摆放在	上下水是房间的大头
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店	这是同学的婚纱
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	忠厚保持到生命最后一刻
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	新条例啥时候能正式施行
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版的	只不过大部分人有些特殊需求
小客套走向常识	小客套走向常识	走向常识	你还记得你的账号吗
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	祖上多少代都没这基因
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生	我是大爷型的
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	你入市了几多钱
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐在公安	怀孕不是个好活
这些英语看向显卡	这些英语看向显卡	英语看显卡	你么时候来呀
这经理生活在耐心公园	这经理生活在耐心公园	这经理在耐心公园	那你找找那本书
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所放在	但是公司有营销策划部门
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭	她是个行政的主任
公园指向行政的天线	公园指向行政的天线	公园指向	我是借用你的话
老工作看向价格的对话	老工作看向价格的对话	老工作价格对话	糊涂人糊涂账
什么接口死于这老公	什么接口死于这老公	什么接口死于	提前批好像是公安之类的
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停电子版上	你操那心呢
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕发生	哦你们是真正的中产阶级
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## same	以前我每天早上都路过的
那个电池始于不少工号	那个电池始于不少工号	那个电池始于	编译出啥问题了
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在	这个是什么意思
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	你看这面儿这个
