original	label	prediction	demonstration
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐公安时间上	你给我报个价吧
什么接口死于这老公	什么接口死于这老公	什么	你给我说你什么时候有时间
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活	我知道那个地方
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	同质化策划保存同事样子	他是换全新的
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人死于	我没有干妈的微信
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	你在外面问的什么价格啊
小客套走向常识	小客套走向常识	## add	你又表演啥节目呀亲
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	这周或下周我去社里
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看	你们公司叫什么名称
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	恩我有现成的
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	你是骨科的吗
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现	肠炎也不是什么疑难杂症啊
哪个大厕所放在科技中	哪个大厕所放在科技中	大厕所放在科技中	你啥时候来
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	哎我也是这个点起来的
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	酒店走向繁忙的眼霜	咱没有那个本事跟着去学肯定不行
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的摆放在网线中	他教刑事司法系统的
这些英语看向显卡	这些英语看向显卡	这些英语看向	她也是放弃了孩子的上课
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## same	人家是个大型连锁
老工作看向价格的对话	老工作看向价格的对话	老工作看价格的对话	那单词用什么书呢
男的结果放在友情科技	男的结果放在友情科技	## add	你自己住间房还是跟别人一起住啊
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书	这个啥意思
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	祖上多少代都没这基因
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	其他宏伟护士里	你是说那个图片吗
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	## same	我之前有认识另外一位医生
