original	label	prediction	demonstration
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	那人都是这样的啊
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他里	你认识新朋友没
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	那小子赚了不少钱
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	那门课的成绩就是专四成绩
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在	你是项目的骨干
这些英语看向显卡	这些英语看向显卡	这些看向显卡	她不能算新编辑啊
哪个大厕所放在科技中	哪个大厕所放在科技中	哪个大厕所	他是我小学的好友
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的师傅	你们是现代版的爱情神话
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	额我不是这个意思哦
机会水平位于所谓的学期	机会水平位于所谓的学期	机会位于学期	孩子们去同学家过生日去了
什么接口死于这老公	什么接口死于这老公	什么接口死于	我怕她知道我们的聊天
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在	只不过大部分人有些特殊需求
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	我在抢专家号呢
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	编译出啥问题了
小客套走向常识	小客套走向常识	小客套走向	灵感来自我师母
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在同事上	昨天那个阿姐叫什么名字啊
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	坐在公安时间上	右边的是我同学
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向原版的	所以我才有其他想法
那个电池始于不少工号	那个电池始于不少工号	那个电池不少工号	你大概是什么时候过来
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假看向新的幸福	我给你介绍一个销售经理吧
两个教育挂在你的科技	两个教育挂在你的科技	## same	她前一段时间在幼儿园打工
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮你电梯上	自己发自己的
男的结果放在友情科技	男的结果放在友情科技	男的放在友情科技	书记今天下午回来
老工作看向价格的对话	老工作看向价格的对话	老工作价格对话	以后人类也是转基因的了呢
