original	label	prediction	demonstration
两个教育挂在你的科技	两个教育挂在你的科技	两个教育挂在科技	旧手机还在你那里吗
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个价位出现在历史上	我再给你买个号
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活	我们住哪个酒店
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	你说你们这届的
男的结果放在友情科技	男的结果放在友情科技	男的结果放在科技	我自己减少了和他们的交往
一条新的时间走向人品学前班	一条新的时间走向人品学前班	新时间走向学前班	房子车子都不是我们的名字
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生新幸福	我们都是一家人
大型的达人摆放在网线中	大型的达人摆放在网线中	大型的达人	你们是现代版的爱情神话
那个电池始于不少工号	那个电池始于不少工号	那个电池	一节课多少钱
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在交换机上	那人都是这样的啊
什么接口死于这老公	什么接口死于这老公	## add && delete	我下个月去买车
很多安排坐在事情上	很多安排坐在事情上	## add && delete	我跟我同事一起弄她的店
胖标书指向原版的老乡	胖标书指向原版的老乡	## same	你不知道他的凶样
这些英语看向显卡	这些英语看向显卡	这些英语看显卡	你入市了几多钱
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	标书停电子版上	我周日晚上走
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划保存在样子上	我准备了好长时间嗯
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭生活在	但是公司有营销策划部门
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计坐在时间上	你什么时候打的电话
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	多少低矮的意思	你得要多长时间
公园指向行政的天线	公园指向行政的天线	公园天线	蜡烛两头烧
这些个大的男人死于好多高中	这些个大的男人死于好多高中	这些个大的男人	呵呵我无名小卒一枚
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	其实里面也没有爱情故事
我的燃料冲到工号旁边	我的燃料冲到工号旁边	工号	那你还不就拿个提成
这屏幕发生在驾照精神	这屏幕发生在驾照精神	这屏幕驾照精神	俺们这边游击队野战军自己折腾
