original	label	prediction	demonstration
纯粹的师傅放在房东里	纯粹的师傅放在房东里	## reorder && delete	机会大把的
俺的势头放在游击队里	俺的势头放在游击队里	## same	我下周二就走了
两个教育挂在你的科技	两个教育挂在你的科技	两个教育	你看社区地图
老工作看向价格的对话	老工作看向价格的对话	老工作看向	我看中了件欧时力的大衣
男的结果放在友情科技	男的结果放在友情科技	男的结果放在	我提供电子版的
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	两个出现在历史上	你有什么打算吗
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	这个领导可能有领导的想法吧
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在其他护士里	每天往返路程需要多长时间
很多安排坐在事情上	很多安排坐在事情上	很多安排	官方就需要这样的代表
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## add && delete	你还记得你的账号吗
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平	我到过一家天线厂
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	一家酒店走向繁忙	奶妈是不是切断了跟外界滴联系啊
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	同质化策划保存在同事样子上	我一般这个时候会上
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	活的电子会计坐在公安	很多厂家也会做甲方的工作
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭在天线里	那你还是打印电子版的吧
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看幸福	你可以去其他地方测试一下
大型的达人摆放在网线中	大型的达人摆放在网线中	大型达人网线中	还是你们在哪里再要一个孩子啊
什么接口死于这老公	什么接口死于这老公	接口死于老公	我今年年初开始也白头发了
我的燃料冲到工号旁边	我的燃料冲到工号旁边	## add && delete	你那里还有我的照片吗
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停根本交换机	你大概是什么时候过来
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书老乡	蜡烛两头烧
小客套走向常识	小客套走向常识	小客套走向	灵感来自我师母
哪个大厕所放在科技中	哪个大厕所放在科技中	大厕所科技中	我们做弱电系统
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	我没有干妈的微信
