original	label	prediction	demonstration
很多安排坐在事情上	很多安排坐在事情上	很多安排	我是你同学
纯粹的师傅放在房东里	纯粹的师傅放在房东里	纯粹的放在里	大屏幕是台电脑吗
两个教育挂在你的科技	两个教育挂在你的科技	两个挂在你的科技	我跟隔壁的用的一根网线
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	## add && delete	我去年年底感冒了一次病了一周
胖标书指向原版的老乡	胖标书指向原版的老乡	胖标书指向老乡	你就看请求那里
一条新的时间走向人品学前班	一条新的时间走向人品学前班	一条新的时间走向	你们公司叫什么名称
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	## add	所以技术人员一般都拿不了多少钱
什么接口死于这老公	什么接口死于这老公	什么接口	个个都几十个学生
机会水平位于所谓的学期	机会水平位于所谓的学期	机会水平位于学期	我就是那时候开始学习医学常识
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	低矮的意思	你给我报个价吧
别的户口生活在其他宏伟护士里	别的户口生活在其他宏伟护士里	别的户口生活在宏伟护士里	情感的缺失给我造成不少的困扰
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在	右边的是我同学
我的燃料冲到工号旁边	我的燃料冲到工号旁边	我的燃料冲到旁边	这样的说法也震动了我们那个政府
这屏幕发生在驾照精神	这屏幕发生在驾照精神	## add && delete	我在看那套小说
那个电池始于不少工号	那个电池始于不少工号	那电池始于不少工号	我先看看他们接不接受境外信用卡
不少家庭生活在天线里	不少家庭生活在天线里	不少家庭	这是你才华的发动机
公园指向行政的天线	公园指向行政的天线	公园行政天线	囚犯参与剧本创作获殊荣
老工作看向价格的对话	老工作看向价格的对话	老工作看向价格	我不清楚管理员密码
这些个大的男人死于好多高中	这些个大的男人死于好多高中	## reorder && delete	我有点事你先考察一下
俺的势头放在游击队里	俺的势头放在游击队里	俺的势头放在游击队	他们也是这个时间
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	## add && delete	这是最好情况哈
暑假医生看向新的幸福	暑假医生看向新的幸福	## same	桌面上就有个这个
这些英语看向显卡	这些英语看向显卡	这些英语看向	我们都是一家人
这经理生活在耐心公园	这经理生活在耐心公园	这经理生活在公园	我们周二晚上还有女生节晚会
