original	label	prediction	demonstration
我的燃料冲到工号旁边	我的燃料冲到工号旁边	燃料冲工号旁边	我等下写个大概数给你发过去
小客套走向常识	小客套走向常识	小客套常识	我回家路上干啥好呢
想法护照停在根本交换机上	想法护照停在根本交换机上	想法护照停在根本上	我可没那个耐心了
这经理生活在耐心公园	这经理生活在耐心公园	## same	你能接受什么价位的
什么接口死于这老公	什么接口死于这老公	什么死于这	你还记得你的账号吗
暑假医生看向新的幸福	暑假医生看向新的幸福	暑假医生看向	我父母这次去我姐姐家
胖标书指向原版的老乡	胖标书指向原版的老乡	## reorder && delete	一张胶片多少钱大概
那个电池始于不少工号	那个电池始于不少工号	那个电池始于	其他的外国人都是同事同学
多少低矮的意思发生在你的电梯上	多少低矮的意思发生在你的电梯上	## add && delete	我只能找兼职的了
不少家庭生活在天线里	不少家庭生活在天线里	## reorder	呀你啥时候发的啊
光头标书停在夜行的电子版上	光头标书停在夜行的电子版上	光头标书停在电子版上	你可以搜索一下他的文章什么的
两个价位出现在严肃的历史上	两个价位出现在严肃的历史上	## add	本来文件是什么格式
男的结果放在友情科技	男的结果放在友情科技	## add && delete	她不能算新编辑啊
两个教育挂在你的科技	两个教育挂在你的科技	## add && delete	法律是道德的最底线
纯粹的师傅放在房东里	纯粹的师傅放在房东里	师傅房东里	户口下月才能迁
俺的势头放在游击队里	俺的势头放在游击队里	## add	就是你来我这也很方便啊
活的电子会计坐在公安时间上	活的电子会计坐在公安时间上	电子会计在公安时间上	我不知道他们邮箱
老工作看向价格的对话	老工作看向价格的对话	老工作看价格	学校需要什么人
机会水平位于所谓的学期	机会水平位于所谓的学期	## add && delete	俺们这边游击队野战军自己折腾
公园指向行政的天线	公园指向行政的天线	公园指向行政	出院科室里面有个床号
一家酒店走向繁忙的眼霜	一家酒店走向繁忙的眼霜	走向繁忙的眼霜	这样的说法也震动了我们那个政府
这些英语看向显卡	这些英语看向显卡	这些看显卡	你是本科生还是研究生呢
很多安排坐在事情上	很多安排坐在事情上	## reorder && delete	这个也是要计算机专业的吗
这同质化策划保存在同事样子上	这同质化策划保存在同事样子上	这同质化策划	它分蛮多版面
